Id,PostId,Score,Text,CreationDate,UserDisplayName,UserId,ActualDisplayName
"24154","18861","0","@GaoWeiwei Please reference [this post](http://meta.anime.stackexchange.com/questions/593/how-can-i-streamline-images-and-screenshots-i-embed-into-my-post) for streamlining images.","2015-01-26 10:24:03","","63","кяαzєя"
"1911","2675","1","While there are slight differences (as expected with different adaptations), there's nothing drastic that affects the continuity. E.g., in the novel Touma ""slaps"" away Mikoto's railgun, but in the manga he ""catches"" it. In the novel, the first hit that Touma lands on the Accelerator is a slap to his hand, but the Railgun manga he hits him square in the face.","2013-02-27 14:54:34","","63","кяαzєя"
"1911","2675","1","While there are slight differences (as expected with different adaptations), there's nothing drastic that affects the continuity. E.g., in the novel Touma ""slaps"" away Mikoto's railgun, but in the manga he ""catches"" it. In the novel, the first hit that Touma lands on the Accelerator is a slap to his hand, but the Railgun manga he hits him square in the face.","2013-02-27 14:54:34","","63","кяαzєя"
"19255","14812","3","She hums it in [episode 2](https://www.youtube.com/watch?v=dPAFygL5XsM), too.","2014-11-03 05:14:30","","63","кяαzєя"
"30681","19191","0","Could you give a link to the music? There does not seem to be any music at the 2:30 mark?","2015-05-21 21:59:03","","6166","Peter Raeves"
"14067","3015","3","Not sure if this needs to be updated, since at this point DBZ Kai doesn't end at the Cell saga. Since april this year they have started airing the Majin Buu saga too.","2014-06-26 11:43:54","","6166","Peter Raeves"
"27340","20314","1","It might be [*Bastard!!*](http://en.wikipedia.org/wiki/Bastard!!)","2015-03-24 20:04:50","","63","кяαzєя"
"33629","23420","2","I merged your two questions as they are both asking about the meaning behind the title. In the future, try not to ask two questions about different parts of the same thing.","2015-07-21 22:43:01","","63","кяαzєя"
"44219","31806","0","The file you linked is currently set to private. Please modify your permissions accordingly to allow public access or host it on another venue.","2016-05-01 04:25:17","","63","кяαzєя"
"35967","25847","0","Your answer is purely based on speculation. Try adding references along with your thoughts to reinforce them.","2015-09-13 15:12:34","","63","кяαzєя"
"19181","8056","0","According to that wiki page episode 19 is a filler episode within a canon arc.","2014-10-30 14:16:47","","6166","Peter Raeves"
"18526","14283","1","Just saying, but Hulu is only accessible from within the States.","2014-10-06 13:25:25","","6166","Peter Raeves"
"18526","14283","1","Just saying, but Hulu is only accessible from within the States.","2014-10-06 13:25:25","","6166","Peter Raeves"
"18531","14282","0","@Sealkyuubinaruto That would probably be Sabaody Archipelago or Marineford Arc.","2014-10-06 15:57:37","","6166","Peter Raeves"
"18531","14282","0","@Sealkyuubinaruto That would probably be Sabaody Archipelago or Marineford Arc.","2014-10-06 15:57:37","","6166","Peter Raeves"
"26971","20088","0","@nhahtdh Sorry, was too lazy to type `One Piece` again, thought it would have been obvious.","2015-03-15 14:25:39","","6166","Peter Raeves"
"34092","23726","0","Ask @Alagaros He is the first one to vote in the voting history. Dimitri mx and Matt were the others. The fourth vote is strangely not recorded in the history list though. Am I right to assume the first voter is not recorded in the closing history list?","2015-08-02 10:33:35","","6166","Peter Raeves"
"49391","36621","4","If you count the number of days per week and include epi 7.5, 13 episodes x 7 days in a week = 91 days.","2016-10-01 22:00:16","","63","кяαzєя"
"38905","27827","1","I didn't know animefreak was an illegal streaming site. My bad","2015-12-05 14:56:50","","19519","flsanji"
"697","540","0","I don't think they explain in in the anime. They most likely are doing to get you to read the *Travelers from the Hourglass* manga that runs between the original and the sequel.","2012-12-16 18:26:51","","63","кяαzєя"
"697","540","0","I don't think they explain in in the anime. They most likely are doing to get you to read the *Travelers from the Hourglass* manga that runs between the original and the sequel.","2012-12-16 18:26:51","","63","кяαzєя"
"773","540","1","It hasn't been revealed *yet*, as the manga is still ongoing.","2012-12-17 19:59:57","","63","кяαzєя"
"773","540","1","It hasn't been revealed *yet*, as the manga is still ongoing.","2012-12-17 19:59:57","","63","кяαzєя"
"20425","15626","1","That's what subs are for","2014-12-10 19:00:31","","2044","ton.yeung"
"27318","3010","1","Most importantly, you miss Goku getting his license!","2015-03-24 14:22:30","","7609","Kik"
"1894","2678","5","Just want to expand on their independence - You can watch only Index and it will make sense. You can also watch only Railgun and it will also make sense. I don't think any parts of their stories rely on the other's stories. Personally, I don't really enjoy Index, but I think Railgun is great. I know people who think the opposite. If you don't like one, you don't need to watch the other for fear of not understanding something in the one you like.","2013-02-26 23:32:04","","107","atlantiza"
"1894","2678","5","Just want to expand on their independence - You can watch only Index and it will make sense. You can also watch only Railgun and it will also make sense. I don't think any parts of their stories rely on the other's stories. Personally, I don't really enjoy Index, but I think Railgun is great. I know people who think the opposite. If you don't like one, you don't need to watch the other for fear of not understanding something in the one you like.","2013-02-26 23:32:04","","107","atlantiza"
"193","127","0","Admittedly I know close to nothing about this series, but... Just because they didn't mention White Day for 500 episodes doesn't mean it didn't occur. Anime/manga doesn't have to show what happens 24/7/365. ;)","2012-12-12 04:31:57","","107","atlantiza"
"201","127","0","I know what White Day is, but that has nothing to do with my comment. It's possible that a White Day occurred in between but it was never shown, even despite the fact that it is a popular day.","2012-12-12 04:47:38","","107","atlantiza"
"203","127","0","If there was such a reference/connection then you should definitely add it to your answer as support. Otherwise, it's easy to just assume it wasn't shown.","2012-12-12 04:50:11","","107","atlantiza"
"1019","77","1","Related [Conan Timeline](http://www.detectiveconanworld.com/wiki/Timeline)","2012-12-28 11:48:18","","222","Michel Ayres"
"41103","29339","1","It doesn't matter where you're from, we do not answer questions ""requesting illegal copyrighted and/or licensed materials"". If you have a question about Pokemon we would be happy to answer, though.","2016-02-03 17:17:01","","2044","ton.yeung"
"47885","35709","0","Could you add a source for this?","2016-08-10 09:49:35","","10654","Matt"
"45091","32464","0","IIRC the reason for changing the title was to evade potential lawsuits. Dunno which one but I found [this](http://icv2.com/articles/news/view/4224/detective-conan-will-be-case-closed-u-s), you might read it if you want. I haven't opened that link yet, I'll check it when I am available.","2016-06-01 06:07:17","","2479","Keale"
"345","258","4","Wow, amazingly well written explanation. Awesome job. I watched the anime but, as you said at the end, I couldn't have understood all of this merely by watching the anime.","2012-12-12 19:00:30","","107","atlantiza"
"27336","20314","1","@nhahtdh It was in episode 2 around 21:39 (at least in the stream I found online). She doesn't say the name or anything, but a few pages are visible.","2015-03-24 19:32:14","","13125","jahu"
"41909","29347","1","Nice answer, my friend.  :)","2016-02-28 20:36:50","","19592","Pratyush Manocha"
"48975","36341","0","Thanks, good point, I have updated my answer.","2016-09-13 22:09:10","","28165","Kenny890"
"44072","31699","0","I don't think most people stay after repetitive ending credits so they yo","2016-04-27 00:55:21","","23285","Maka Albarn"
"44073","31699","0","So they use different endings continuing from the episode. Maybe it was just the studios preferences","2016-04-27 00:56:34","","23285","Maka Albarn"
"53779","38891","0","Are you talking about season 1 (R1) or season 2 (R2), either way I'm not hearing a song at any of those points, could you link me to the video you heard it on?","2017-03-07 08:39:50","","22480","Cory Krantz"
"33599","23427","2","Needed or not, linking to obvious illegal media sources is not allowed.","2015-07-21 11:33:36","","27","Madara Uchiha"
"48168","15626","0","It's about time to give this question the best answer it can get. There's no way to get this information without access to the Cartoon Network employees.","2016-08-19 15:36:02","","2492","NobleUplift"
"20424","15626","0","Of course, watching the English dub after 10 years also makes me realize how bad the voice acting is and how awful the ending was. Waited all these years for virtually nothing.","2014-12-10 18:44:53","","2492","NobleUplift"
"20427","15626","0","BUT(!) there was never a true subbed version of Zoids: Chaotic Century. The original had more scenes and completely different dialogue in Japanese, but when it was dubbed to English it was bastardized to make it kid-friendly.","2014-12-10 21:32:47","","2492","NobleUplift"
"37241","26635","0","Thats correct as well. I remember one of the requirements being 100 souls or something like that but I don't remember them in particular.","2015-10-19 12:22:26","","18404","kaz"
"285","213","3","I think it's a legitimate question, but I still vote for -1 because of no research effort. I bet I could find it online in a couple of minutes of searching. This is a private beta, but votes are still votes :)","2012-12-12 14:40:20","","27","Madara Uchiha"
"285","213","3","I think it's a legitimate question, but I still vote for -1 because of no research effort. I bet I could find it online in a couple of minutes of searching. This is a private beta, but votes are still votes :)","2012-12-12 14:40:20","","27","Madara Uchiha"
"8953","6561","0","i just listened to all the OSTs, its not in there","2014-02-18 07:44:42","","3771","Esqarrouth"
"33603","23433","0","No problem glad I could help","2015-07-21 12:08:26","","15660","SWard"
"46958","34118","0","Nope. I saw it in my stream queue but ran off to do homework. And then I had work in the morning so I just posted.","2016-07-06 11:27:41","","18404","kaz"
"33615","23432","0","No problem, glad I could help.","2015-07-21 14:01:26","","15660","SWard"
"32044","19663","0","About political colors - in the US, Red is conventionally associated with the right, or at least Republicans, to my knowledge. Is this different elsewhere?
Also, do you think that was intentional? If so do you have more evidence? It seems like reading into the material a bit much to me, but I'm intrigued if there's a fuller argument out there.","2015-06-16 21:13:06","","15060","moegamisama"
"53718","39577","0","I'd imagine that crunchyroll,netflix,hulu and youtube would get it eventually. But at the point of release if it's not at a theater near you then the only legal way would be to play the waiting game.","2017-03-27 21:56:13","","18404","kaz"
"52620","38718","0","@TimonG. I say in my first line that a list of countries may not be exhaustive, I just wanted to add my perspective on WHY some countries may have aired the chronologically different seasons first. I think I was pretty clear that this was just an opinion but I mark my assumption clearer now. Partial answers are sometimes posted when the information has some context but is too large to be put in a comment. If you feel this is irrelevant on your thread, I'll delete it. Cheers.","2017-02-01 11:44:48","","6368","Arcane"
"52640","38718","1","Hmm... I agree it was not an answer at best. If anyone wants to pick up the list of the countries, I think we can manage it (Since DBZ is already aired it should be maintainable). I would also like to add in India atleast DBZ aired first (We had reruns till the Frieza saga atleast 3-4 times), I didn't know about the fact that many european countries did air it before, but I think NA aired Z first.","2017-02-02 04:04:25","","6368","Arcane"
"23642","18537","3","""B gata"" would normally refer to blood type, but in this case it's probably also being used to refer to her bust size. In any case, I don't think there's an easy way to translate the title to English completely.","2015-01-15 04:39:52","","24","Logan M"
"16095","13062","0","@user1306322 Krazer was telling Konorai to rewrite a complete answer to the question with spoilers hidden behind spoiler markup; just saying something is a spoiler doesn't count as an answer. The post can still be edited by anyone who can see it, though posting a new answer would presumably also be fine. The comment can't be edited though.","2014-07-27 03:23:05","","24","Logan M"
"16100","13062","0","@アズーサ oh so its based on a visual novel didn't know that so i looked it up and am wondering will the VN be enjoyable for a non yaoi fan.","2014-07-27 10:46:54","","7729","NoLifeKing"
"16102","13062","0","@アズーサ THanks :)","2014-07-27 13:02:31","","7729","NoLifeKing"
"47638","34547","4","Closer voters: Memor-X's answer demonstrates that the event has in fact been announced, so this question should not be closed as being about unannounced future events. If you don't like it, downvote, but don't vote to close.","2016-08-03 06:08:08","","7579","Torisuda"
"23707","18537","0","@GaoWeiwei A plausible bit of reasoning, though not supported by the show itself so far. Plus, I don't give this show enough credit to come up with something that intelligent :)","2015-01-17 02:00:26","","7579","Torisuda"
"34089","23729","0","Sorry yesterday, Karthick wasn't saying which minute he was talking about. And I thought it's about the fight when Luffy fights back Harjudin.
Also don't give -1, like that before reading the question of the user when he posted it and how he posted it. and how I replied It was unclear what he was saying.","2015-08-02 09:41:35","","13795","pap"
"19045","11527","0","Downvoted, this is just far too general. It applies to all adaptations across all of media; it works just as well as an answer to ""Do I have to read *The Bridges of Madison County* to understand the movie?"" as it does for Read or Die.","2014-10-25 19:05:53","","7579","Torisuda"
"47894","35709","0","This does not provide an answer to the question. Once you have sufficient [reputation](http://anime.stackexchange.com/help/whats-reputation) you will be able to [comment on any post](http://anime.stackexchange.com/help/privileges/comment); instead, [provide answers that don't require clarification from the asker](http://meta.stackexchange.com/questions/214173/why-do-i-need-50-reputation-to-comment-what-can-i-do-instead). - [From Review](/review/low-quality-posts/31470)","2016-08-10 11:04:28","","13795","pap"
"2742","77","1","It's like an open-ended story. What's good is that you don't have to worry about having a great anime end. But what's not is that you remain clueless for a long time on how Shinichi will solve the main problem of the story, about him becoming Shinichi again and how to defeat the Black Organization. It's like you'll forever be hanging on a cliff about the main plot.","2013-04-25 09:20:45","","88","xjshiya"
"27666","20508","3","Can you provide an *actual* citation for this? Chapter and volume number, or even the exact page?","2015-03-31 19:44:01","","274","Killua"
"7742","6561","0","I deleted my answer as it is not the final answer. I'll post as comment first before finally answering it (since we're still looking for the right answer). Does the insert song you're asking for has lyrics on it or just instrumental? Sorry I have problems connecting to youtube so I really can't hear it.","2013-12-26 23:36:58","","88","xjshiya"
"7743","6561","0","And are you sure it's not Stories by Hitomi Kuroishi? Check it's lyrics and you can listen to it to double-check: http://www.animelyrics.com/anime/codegeass/stories.htm","2013-12-26 23:42:33","","88","xjshiya"
"6673","3019","0","episode 205 is also a filler.  See http://bleach.wikia.com/wiki/Episodes","2013-11-11 15:03:17","","2615","Alexej Magura"
"6675","3019","0","lol, it's all good.  I was just sitting there at my computer watching episode 205 and thinking, ""This is totally a filler, and how in the heck did Ichigo get back to the real world, I'm pretty that the Gargatan thing was closed!? O.o""","2013-11-11 16:55:29","","2615","Alexej Magura"
"6738","5877","0","good question, but I don't think you will get an answer, unless the manga was more explicit.","2013-11-14 15:55:09","","2044","ton.yeung"
"46787","34028","2","supply and demand","2016-06-30 00:34:19","","2044","ton.yeung"
"46787","34028","2","supply and demand","2016-06-30 00:34:19","","2044","ton.yeung"
"46788","34028","0","FYI, the last time a new copy was sold on amazon, it was sold at $90.55 at the end of March","2016-06-30 00:35:55","","2044","ton.yeung"
"46788","34028","0","FYI, the last time a new copy was sold on amazon, it was sold at $90.55 at the end of March","2016-06-30 00:35:55","","2044","ton.yeung"
"46791","34028","0","In Japan, Wolf's Rain ranked third among anime series airing in the same time slot behind Air Master and Dear Boys. The series was considered ""a big hit in 2004"" for the North American market, selling well in mass markets as well as in online markets and at independent retailers. ICv2 notes that it has ""a strong appeal to the growing teen and older anime audience."" The series was selected as one of the top ten anime properties of 2005 for the ICv2 Retailers Guide to Anime/Manga. [wikipedia](https://en.wikipedia.org/wiki/Wolf%27s_Rain#Reception)","2016-06-30 01:07:20","","2044","ton.yeung"
"46791","34028","0","In Japan, Wolf's Rain ranked third among anime series airing in the same time slot behind Air Master and Dear Boys. The series was considered ""a big hit in 2004"" for the North American market, selling well in mass markets as well as in online markets and at independent retailers. ICv2 notes that it has ""a strong appeal to the growing teen and older anime audience."" The series was selected as one of the top ten anime properties of 2005 for the ICv2 Retailers Guide to Anime/Manga. [wikipedia](https://en.wikipedia.org/wiki/Wolf%27s_Rain#Reception)","2016-06-30 01:07:20","","2044","ton.yeung"
"41847","30051","1","The tune is present in the [Parasyte Special Soundtrack](http://vgmdb.net/album/53967)....","2016-02-26 11:30:07","","19592","Pratyush Manocha"
"3385","4145","0","Do you want occurrences in side-media like *Pikachu's Vacation* too? (Ex: Marill, Snubbull)","2013-06-17 11:05:08","","122","looper"
"3387","4145","0","I think as long as the series is going on, it fails at least point 4: http://meta.anime.stackexchange.com/questions/348/what-is-the-status-of-list-questions-on-this-site Also I don't know whether its reasonably scoped, as there could be too many occurrences.","2013-06-17 11:39:03","","122","looper"
"18054","14055","1","very nice effort","2014-09-18 23:13:30","","2044","ton.yeung"
"3375","4129","0","@nhahtdh: Actually I don't know how frequently those references occur, but I don't think there are too many.","2013-06-14 20:26:06","","122","looper"
"18665","14400","0","is it [this](https://www.youtube.com/watch?v=8gHeLXat1QM) song?","2014-10-12 06:35:41","","2044","ton.yeung"
"47622","34456","0","Actually  , a little ball of light that seen during After Story is a point to unlock good ending :D","2016-08-02 10:00:33","","16720","Tanya von Degurechaff"
"47634","34456","0","well . it's based on visual novel. To unlock Good Ending you have too collect that little ball of light . so it's a nod to original visual novel.","2016-08-03 02:51:16","","16720","Tanya von Degurechaff"
"1010","540","0","@Krazer we should discuss this on [meta](http://meta.anime.stackexchange.com/questions/303/possible-plot-related-questions-for-shows-series-that-are-ongoing-should-be-clo), no ?!","2012-12-27 15:53:44","","222","Michel Ayres"
"23643","18537","1","I haven't watched this anime, but I think there might be a social bias propagated by media that bigger bust size equates to more promiscuity. B size is not considered big, so I think the anime wants to convey the idea that people with small bust size can also be promiscuous. What do you think?","2015-01-15 04:53:26","","8486","Gao"
"14092","11492","0","Thank you for your answer. I saw Umineko No Naku Koro Ni, but only the anime. So, I didn't know the answers to the arcs...","2014-06-27 10:21:55","","3891","MaríaCC"
"14092","11492","0","Thank you for your answer. I saw Umineko No Naku Koro Ni, but only the anime. So, I didn't know the answers to the arcs...","2014-06-27 10:21:55","","3891","MaríaCC"
"24156","18869","1","Well, it's good to know. What I'm really looking for is if TK is posing as some anime/movie/game character. Keep this answer, though, so other people won't repeat it again.","2015-01-26 12:34:48","","8486","Gao"
"24160","18869","0","While Knocking on heaven's door is originally a Bob Dylan song, I think this time it actually references the Guns'n'Roses version. see my answer ;)","2015-01-26 15:17:41","","1751","Vogel612"
"10925","8787","0","Golden Slumbers and Carry That Weight are both somewhat tied together into one song, since they are part of the [medley](http://en.wikipedia.org/wiki/Abbey_Road#Medley) from Abbey Road. So the confusion is understandable, and there is really no need to edit the answer IMO.","2014-04-21 09:51:01","","49","JNat"
"44855","32291","0","no, it's not in the clip. it's before the opening.","2016-05-24 13:44:55","","24249","magical eren"
"45019","32291","0","okay, thank you ! :)","2016-05-30 16:50:47","","24249","magical eren"
"281","213","0","See related: [Should we allow “I want to skip the filler in series X” questions?](http://meta.anime.stackexchange.com/q/74/15)","2012-12-12 14:30:58","","15","Alenanno"
"281","213","0","See related: [Should we allow “I want to skip the filler in series X” questions?](http://meta.anime.stackexchange.com/q/74/15)","2012-12-12 14:30:58","","15","Alenanno"
"282","213","0","I usually go to [this site](http://www.leafninja.com), but I am sure there are several others. I am not sure if this question should be allowed here or not...","2012-12-12 14:33:55","","49","JNat"
"282","213","0","I usually go to [this site](http://www.leafninja.com), but I am sure there are several others. I am not sure if this question should be allowed here or not...","2012-12-12 14:33:55","","49","JNat"
"298","213","0","@StrixVaria: agreed. But should someone make a list of episodes to answer it? or show other sources for that info?","2012-12-12 15:41:40","","49","JNat"
"298","213","0","@StrixVaria: agreed. But should someone make a list of episodes to answer it? or show other sources for that info?","2012-12-12 15:41:40","","49","JNat"
"24003","18772","3","Do you perchance have a link to said post by the reviewer? It could be of interest.","2015-01-23 13:55:13","","49","JNat"
"24151","18861","0","@ʞɹɐzǝɹ Links to images or show images by default? I think links to images look cleaner (and load faster) and only cause some minor inconvenience, as I doubt anyone can answer all of them.","2015-01-26 10:05:45","","8486","Gao"
"47637","34542","2","I  could not find any source that could answer your question. But I actually think there will be much more than 100 episodes. 1st, I think they'll want to keep going as long as it's popular and there remains story to be told. 2nd, the Future Trunks arc has only recently begun and I would expect another 20 or so episodes to finish it and we know it'll be followed by an inter-universe tournament. Lastly, we finally know the finite size of the Dragon Ball world, and who sits at the top of it (Zeno-sama). I think the series will take time to explore its world in depth before drawing a conclusion.","2016-08-03 05:33:46","","18850","solalito"
"23406","18376","3","the cat sign beside Sket dance sign? can you provide a picture?","2015-01-08 11:54:07","","1530","Toshinou Kyouko"
"26237","19580","2","If you have watched Death Parade, then it will spoil Death Billiards for you.","2015-02-22 21:44:00","","1398","nhahtdh"
"26349","19580","0","@FatalSleep: Not really. The answer below says that it is just another game episode, and some of the surprises have been revealed in Death Parade. If you have watched Death Billiards first, then you would need to rewatch it several times to get all the small details. All of them (for better or worse) are explained outright in Death Parade.","2015-02-24 14:50:35","","1398","nhahtdh"
"27903","20652","0","Is there such thing in the anime? It's probably something in the manga, but that fact is already covered in the answers above.","2015-04-06 02:10:32","","1398","nhahtdh"
"35952","13062","0","Do you know if that was mentioned in an interview or is it just a personal opinion? It seems hard to confirm if you're correct or not","2015-09-12 21:00:22","","1530","Toshinou Kyouko"
"39149","28004","0","Sorry no this isn't the one i'm looking for.","2015-12-14 13:56:15","","19705","Tony Tony C."
"39152","28004","0","thank you for that ;)","2015-12-14 14:15:08","","19705","Tony Tony C."
"34087","23729","0","I don't think so. The music in Luffy's Fierce Attack! has lots of high tom (?) and tambourine, but the music in the part in the question has short roll on snare drum.","2015-08-02 07:23:37","","1398","nhahtdh"
"34101","23729","0","I apologize for jumping to conclusion. I didn't watch to the end of the episode, where there is another scene which can be called ""encounter"". I'll revert the change in the question and restore the votes.","2015-08-02 16:26:41","","1398","nhahtdh"
"37278","23041","0","Can confirm it's supposed to be Bastard! the cover of the book is called BL!tard or something similar - and in the MVM licensed version it explicitly states that it's a reference to Bastard! if you are watching the subbed version","2015-10-20 20:16:19","","1530","Toshinou Kyouko"
"28420","20994","0","Not sure about the non-canon part, but anyway, the series (story) is written by the author of the main series himself.","2015-04-21 18:06:40","","1398","nhahtdh"
"5102","3010","0","Most minor arcs and fillers and physical contact in fights are missing. DBZ Kai also ends after the cell sage (skips 6 volumes, which are the best) and starts after Dragon Ball (the first 16). DBZ Kai is comparable to  any anime that has been ruined by 4Kids (the 4Kids version of DBZ Kai is a bad relatively. In conclusion, watch the real DBZ 'cause it is good and a classic and you get to see Kid Trunks in action.","2013-10-06 00:19:05","","2100","TAAPSogeking"
"295","213","8","@MadaraUchiha Despite the ""lack"" of research effort, I still believe this is a valuable question for the site. I made a [meta post](http://meta.anime.stackexchange.com/a/101/87) explaining my thought process. In brief: Questions like this are likely to attract many new users, which is invaluable for the growth of the site.","2012-12-12 15:22:45","","87","Beedrill"
"295","213","8","@MadaraUchiha Despite the ""lack"" of research effort, I still believe this is a valuable question for the site. I made a [meta post](http://meta.anime.stackexchange.com/a/101/87) explaining my thought process. In brief: Questions like this are likely to attract many new users, which is invaluable for the growth of the site.","2012-12-12 15:22:45","","87","Beedrill"
"41873","30011","2","There is not a particular reason for this. There have been several animes which did that. (ie: In lucky star, the endings are completely different each episode, in the monogatari series and Yosuga no Sora the EDs are different per mini arc(3-4eps), in Rokka no Yuusha the Eds have the same song but the video changes based on each character,etc) .","2016-02-27 11:35:00","","16731","thePiGrepper"
"49838","36896","0","yes i couldnt find it","2016-10-18 12:51:44","","25680","Hoshmand Nuradin"
"39147","28004","0","I haven't double-checked (because I'm @ work) but I have seen the episode yesterday and I think this might be the track you mean: https://www.youtube.com/watch?v=UBiAA6BMxbU    Please confirm/deny so I can post it as an answer.","2015-12-14 12:01:31","","10931","Gravinco"
"39151","28004","0","If I remember I'll check the episode when I get home then ;)","2015-12-14 14:12:34","","10931","Gravinco"
"39163","28004","0","Sorry man, couldn't find it, seems nice tho.. Anyway, here's another track I  found that sounded pretty nice, as a consolation prize xD https://www.youtube.com/watch?v=JgPkVDgjD4M","2015-12-14 20:22:37","","10931","Gravinco"
"48449","36046","1","You should not post questions in your answer. An answer answers a question, not asking another questions. You can comment on existing answers or question after earning 20 reputation points.","2016-08-28 05:44:58","","7866","Ayase Eri"
"53933","39290","0","@MineCraftSlayer, you'll need to look up the original soundtrack discography or check out something like Nipponsei. 
People only ever know OPs and EDs, so this question might go unanswered for a while. Harder to find insert songs, but you can. 
For example ""Meteor""(ep 47) and ""Akatsuki no Kuruma""(ep 40) were both insert songs in Gundam Seed, but if you'd asked about them then, someone would have points out the op/ed. Lol.","2017-04-06 20:32:32","","1473","VISQL"
"47896","35709","3","@pap This answers the question, however, like Matt said, it lacks source.","2016-08-10 12:03:08","","7866","Ayase Eri"
"902","77","3","This is one thing I like *very* much about Conan. I hope it will always be like this. The idea to see your favourite characters in a changing world but, at the same time, timeless, is fascinating. I always had the feeling that (some) characters should not be subject to aging - they could be more like parts/ornaments of a building or other constant art elements. Of course this is also very commercial, but I do think the concept itself is very neat.","2012-12-20 23:57:59","","244","n611x007"
"24755","2979","3","@asia I don't think that's true, I think it's a natural fruit. As far as I'm aware, only artificial zoans have been successfully created so far.","2015-02-10 18:35:45","","4515","Qiri"
"31757","2979","0","@Qiri is right. SMILE always creates a Zoan fruit.","2015-06-10 14:42:01","","10931","Gravinco"
"39952","28623","0","No, he shows up before that too. That chapter is just an example proof that he is still alive.","2016-01-03 07:03:04","","7866","Ayase Eri"
"39291","14282","0","You should stick to subs! It's twice as good, retains more meaning (less words glossed over). Sites like gogoanime have many streaming eps that go back pretty far.","2015-12-18 07:18:06","","1473","VISQL"
"39291","14282","0","You should stick to subs! It's twice as good, retains more meaning (less words glossed over). Sites like gogoanime have many streaming eps that go back pretty far.","2015-12-18 07:18:06","","1473","VISQL"
"9317","7754","1","In the Anime it is alot easier to notice the change in the quality, because after episode 205, the difference between Bandai's One Piece and Not Bandai's One Piece is pretty clear. I still miss Not Bandai's One Piece though.","2014-02-28 23:07:49","","3879","HaloKiller"
"9317","7754","1","In the Anime it is alot easier to notice the change in the quality, because after episode 205, the difference between Bandai's One Piece and Not Bandai's One Piece is pretty clear. I still miss Not Bandai's One Piece though.","2014-02-28 23:07:49","","3879","HaloKiller"
"9319","7754","0","Okay, I have added that.","2014-02-28 23:42:14","","3879","HaloKiller"
"9319","7754","0","Okay, I have added that.","2014-02-28 23:42:14","","3879","HaloKiller"
"21778","16915","0","I would wager a guess that they didn't want to continue producing it with the fact that the next chapter isn't complete and Togashi is too busy going on hiatus to actually write anything new.","2014-12-20 06:11:16","","274","Killua"
"21806","16917","1","Please keep in mind this Twitter account is not official or anything. He *says* his information is coming from interviews and such, but provides no sources.","2014-12-20 14:10:41","","274","Killua"
