Id,PostHistoryTypeId,PostId,RevisionGUID,CreationDate,UserId,UserDisplayName,Comment,Text
"25179","1","7936","0768cef7-741b-4031-93fd-5b00d3eb5bf8","2014-03-10 00:04:20","1458","","","Is Heaven's Lost Property season 3 canceld or on hold?"
"25178","2","7936","0768cef7-741b-4031-93fd-5b00d3eb5bf8","2014-03-10 00:04:20","1458","","","In 2013 they announced there would be a 3th season for Heaven's Lost Property, not to long after they also announced the production crew, and a bit after that a on hold notice. After that I havent been able to find any message about it.

So my question: Is it still on hold, has it been canceld. Or something different altogheter ?"
"25180","3","7936","0768cef7-741b-4031-93fd-5b00d3eb5bf8","2014-03-10 00:04:20","1458","","","<anime-production><heavens-lost-property>"
"25186","4","7936","45855be1-ea46-4a6f-a59f-a76ef5a4dd2e","2014-03-10 06:44:04","1398","","deleted 12 characters in body; edited title","Is Heaven's Lost Property season 3 canceled or on hold?"
"25185","5","7936","45855be1-ea46-4a6f-a59f-a76ef5a4dd2e","2014-03-10 06:44:04","1398","","deleted 12 characters in body; edited title","In 2013, they announced there would be a 3rd season for Heaven's Lost Property. Not to long after, they also announced the production crew, and a bit after that a on hold notice. After that, I haven't been able to find any message about it.

Is it still on hold? Has it been canceled? Or something different altogether?"
"25198","5","7936","2d63edcf-a9b8-4091-ad0a-d3f64bf9fd02","2014-03-10 14:08:16","1908","","added 6 characters in body; edited tags","In 2013, they announced there would be a 3rd season for Heaven's Lost Property. Not too long after, they also announced the production crew, and a bit after that an on-hold notice. After that, I haven't been able to find any information about it.

Is it still on hold? Has it been canceled? Or something different altogether?"
"25181","6","7936","56412935-4e25-41e0-8e21-c7b43baac229","2014-03-10 00:12:36","1458","","edited tags","<anime-production><sora-no-otoshimono>"
"25199","6","7936","2d63edcf-a9b8-4091-ad0a-d3f64bf9fd02","2014-03-10 14:08:16","1908","","added 6 characters in body; edited tags","<sora-no-otoshimono>"
"48368","19","7936","0bbf91a9-d133-4266-95cf-c633d695e5de","2014-12-10 05:33:51","-1","","","{""Voters"":[{""Id"":-1,""DisplayName"":""Community""}]}"
"24413","1","7699","fde1b79f-6d56-4fc6-934f-a6533493c4b4","2014-02-25 15:52:42","3891","","","Adult Rika final of Higurashi No Naku Koro Ni"
"24412","2","7699","fde1b79f-6d56-4fc6-934f-a6533493c4b4","2014-02-25 15:52:42","3891","","","Does anybody understand the final of higurashi? When we see how the past of Takano changed when she was a child and eventually her parents don't die, an adult version of Rika appeared.

What does it mean? Can Rika travel through the ages? Is she another version of Rika?"
"24414","3","7699","fde1b79f-6d56-4fc6-934f-a6533493c4b4","2014-02-25 15:52:42","3891","","","<higurashi-no-naku-koro-ni>"
"24432","4","7699","5948d592-7706-449d-b565-faa63056e405","2014-02-26 00:38:25","1458","","edited title","Adult Rika final of Higurashi No Naku Koro Ni Kai"
"20436","1","6725","b361b6fd-e4e2-46dc-a0eb-8775acfc291a","2014-01-03 22:14:41","293","","","What MMO influences Sword Art Online and Log Horizon?"
"20435","2","6725","b361b6fd-e4e2-46dc-a0eb-8775acfc291a","2014-01-03 22:14:41","293","","","I see that in SAO and LH, players can craft, buy houses, adheres to the holy trinity of MMO, etc. My first thought was that they might have WoW in Japan, but it doesn't seem to be as popular as it is in the U.S. There doesn't seem to be a lot of Western MMOs that allows you to buy property either. My second guess is that they might have been heavily influenced by Korean MMOs such as Ragnarok, but I have not played them and I wasn't sure.

So what MMOs could have influenced SAO and LH?"
"20437","3","6725","b361b6fd-e4e2-46dc-a0eb-8775acfc291a","2014-01-03 22:14:41","293","","","<sword-art-online><log-horizon>"
"51063","4","6725","92631513-682e-4f77-9971-b26fad3f2296","2014-12-22 17:59:20","1908","","deleted 4 characters in body; edited title","What MMOs influence Sword Art Online and Log Horizon?"
"51062","5","6725","92631513-682e-4f77-9971-b26fad3f2296","2014-12-22 17:59:20","1908","","deleted 4 characters in body; edited title","I see that in SAO and LH, players can craft, buy houses, adhere to the holy trinity of MMO, etc. My first thought was that they might have WoW in Japan, but it doesn't seem to be as popular as it is in the U.S. There don't seem to be a lot of Western MMOs that allow you to buy property either. My second guess is that they might have been heavily influenced by Korean MMOs such as Ragnarok, but I have not played them and I wasn't sure.

So what MMOs could have influenced SAO and LH?"
"92236","19","6725","2b001cc8-3c86-4ed0-bc9d-3fde15a624c4","2015-12-16 09:58:48","11083","","","{""Voters"":[{""Id"":11083,""DisplayName"":""Ero Sɘnnin""}]}"
"20463","25","6725","898e4632-acb1-48aa-a6ba-ff926e609cf3","2014-01-04 04:49:04","","","http://twitter.com/#!/StackAnime/status/419329609432592384",""
"19020","1","6272","6ba4f877-f72e-464c-bb8b-c60141d7e3e5","2013-12-12 21:08:01","2952","","","Different Eden of the East series?"
"19019","2","6272","6ba4f877-f72e-464c-bb8b-c60141d7e3e5","2013-12-12 21:08:01","2952","","","So about 6-8 mounths ago I watched Eden of the east on Netflix and I really enjoyed it. It felt really original and I was totally hooked. I soon after watched the movies. 

So today on ""Source Fed nerd - Anime Club"" they reviewed the anime and one of the hosts (Meg Turney) said something about that Eden of the East had different series.

I've watched:

 - Eden of the East (11 episodes)(Higashi no Eden)
 - Eden of the East the Movie I: The King of Eden (Higashi no Eden Gekijoban I: The King of Eden)
 - Eden of the East: Paradise Lost (Higashi no Eden Gekijôban II: Paradise Lost)

So the question is, what different Eden of the East, Seasons / Series / Movies are there? "
"19021","3","6272","6ba4f877-f72e-464c-bb8b-c60141d7e3e5","2013-12-12 21:08:01","2952","","","<eden-of-the-east>"
"72245","5","6272","85c5ef63-8bcd-40d8-95ab-d0218badbac7","2015-06-14 13:22:06","191","","deleted 1 character in body","So about 6-8 months ago I watched Eden of the east on Netflix and I really enjoyed it. It felt really original and I was totally hooked. I soon after watched the movies. 

So today on ""Source Fed nerd - Anime Club"" they reviewed the anime and one of the hosts (Meg Turney) said something about that Eden of the East had different series.

I've watched:

 - Eden of the East (11 episodes)(Higashi no Eden)
 - Eden of the East the Movie I: The King of Eden (Higashi no Eden Gekijoban I: The King of Eden)
 - Eden of the East: Paradise Lost (Higashi no Eden Gekijôban II: Paradise Lost)

So the question is, what different Eden of the East, Seasons / Series / Movies are there? "
"19028","25","6272","3b0a7279-8cd5-47ba-938c-fb9746b094ce","2013-12-12 22:45:19","","","http://twitter.com/#!/StackAnime/status/411265535247396864",""
"18196","1","6037","7c91039d-8bc6-42db-8276-3e11830afca1","2013-11-26 18:42:28","2800","","","Do I have to watch Naruto before Naruto Shippuden?"
"18195","2","6037","7c91039d-8bc6-42db-8276-3e11830afca1","2013-11-26 18:42:28","2800","","","Recently I started watching Naruto, mainly because Shippuden looked appealing to me, and it just seemed natural to watch Naruto before Shippuden. But I have seen a few things of Shippuden already, and it seems like I would be able to just go on to Shippuden without watching Naruto because it seems to flashback a lot. I might just watch Naruto before Shippuden anyway because I'm 51 episodes in (Not a lot, seeing as how many there are), but I was just curious. "
"18197","3","6037","7c91039d-8bc6-42db-8276-3e11830afca1","2013-11-26 18:42:28","2800","","","<naruto>"
"18198","5","6037","bffb50fa-ab40-4f3e-ace5-3e1a92b7b704","2013-11-26 18:51:24","2800","","added 125 characters in body","I recently started watching Naruto (I'm only 51 episodes in), and I was wondering if I had to watch Naruto before watching Shippuden. Ninja-themed anime aren't really my favorite, but Shippuden really appealed to me for some reason, and so I started watching Naruto because it seemed natural to watch before Shippuden. However, I have seen a few of the Naruto movies, and I've seen clips from Shippuden, and it seems like I could just skip Naruto and watch Shippuden because of the many flashbacks that they use. I might just watch Naruto before Shippuden anyway, but I was just curious. "
"23560","5","6037","4805cc14-c6d9-4ba0-84cf-e78cfea63002","2014-02-09 18:01:03","2800","","added 82 characters in body","I recently started watching Naruto (I'm only 51 episodes in), and I was wondering if I had to watch Naruto before watching Shippuden. Ninja-themed anime aren't really my favorite, but Shippuden really appealed to me for some reason, and so I started watching Naruto because it seemed natural to watch before Shippuden. However, I have seen a few of the Naruto movies, and I've seen clips from Shippuden, and it seems like I could just skip Naruto and watch Shippuden because of the many flashbacks that they use. I might just watch Naruto before Shippuden anyway, but I was just curious. 
EDIT: Thanks for the answer! I'm now 117 episodes in, and I'm loving it so far. "
"75468","19","6037","86f77099-39b9-4ef5-8e49-82b151070723","2015-07-12 22:37:32","-1","","","{""Voters"":[{""Id"":-1,""DisplayName"":""Community""}]}"
"18201","25","6037","f482584b-20f1-4c09-829f-e8a2a7a9b61a","2013-11-26 19:43:27","","","http://twitter.com/#!/StackAnime/status/405421563500957696",""
"17669","1","5877","4a15de64-3c9a-431d-91e8-9caf1dbe2c7d","2013-11-14 15:39:26","2701","","","What does kurotsuchi do to nemu in Bleach episode 200?"
"17668","2","5877","4a15de64-3c9a-431d-91e8-9caf1dbe2c7d","2013-11-14 15:39:26","2701","","","My question is : what does captain kurotsuchi do to bring nemu back to consciousness after her spirit particles have been absorbed by szayel aporro? 
I remember ishida saying it couldn't be aired?  what exactly did he do? does anyone know? "
"17670","3","5877","4a15de64-3c9a-431d-91e8-9caf1dbe2c7d","2013-11-14 15:39:26","2701","","","<bleach>"
"91987","4","5877","0c33d84d-9639-4462-b4c0-8fbd77697882","2015-12-14 21:56:34","18431","","added 64 characters in body; edited title","What does Captain Kurotsuchi do to Nemu in Bleach Episode 200?"
"91986","5","5877","0c33d84d-9639-4462-b4c0-8fbd77697882","2015-12-14 21:56:34","18431","","added 64 characters in body; edited title","What does Captain Kurotsuchi do to bring Nemu back to consciousness after her spirit particles have been absorbed by Szayelaporro? 

I remember Ishida saying that it couldn't be aired. what exactly did he do? 

You can watch the scene [here][1].


  [1]: https://www.youtube.com/watch?v=F7whfxhAqSs"
"91985","19","5877","584eade1-d8e5-43aa-b304-8e38b7fe0e41","2015-12-14 21:21:55","1530","","","{""Voters"":[{""Id"":1530,""DisplayName"":""Toshinou Kyouko""}]}"
"17674","25","5877","4c8f7df6-97ea-46d9-ab8a-850a684cbf63","2013-11-14 22:02:32","","","http://twitter.com/#!/StackAnime/status/401107910874652673",""
"1534","1","540","db5f2aaf-7dd9-4306-8d18-54bddc58ce6f","2012-12-16 16:46:07","102","","","What happened to Claus in Last Exile? (Spoilers)"
"1533","2","540","db5f2aaf-7dd9-4306-8d18-54bddc58ce6f","2012-12-16 16:46:07","102","","","Near the end of *Last Exile: Fam, the Silver Wing*, we see our former protagonist Claus...

>! ...in a wheelchair.

Is there any official explanation as to why?  He's never featured in *Fam the Silver Wing*, so we don't know how this happened from that series alone."
"1535","3","540","db5f2aaf-7dd9-4306-8d18-54bddc58ce6f","2012-12-16 16:46:07","102","","","<last-exile><fam-the-silver-wing>"
"2553","4","540","7335cb3a-b292-45a7-9933-9bc996330227","2012-12-27 14:22:12","281","","The spoiler is already hidden by the tag, we don't need a warning in the title too.","What happened to Claus in Last Exile?"
"2554","24","540","7335cb3a-b292-45a7-9933-9bc996330227","2012-12-27 14:22:12","","","Proposed by 281 approved by 102 edit id of 309",""
"10143","25","540","d1f02640-c53c-4290-b150-123953a92e64","2013-05-07 03:11:09","","","http://twitter.com/#!/StackAnime/status/331607106367139840",""
"15946","1","5339","b54821b9-b4f4-4701-8193-50be9f6ca85e","2013-09-27 21:48:19","91","","","Who was Hajime talking to at the end of Gatchaman Crowds?"
"15945","2","5339","b54821b9-b4f4-4701-8193-50be9f6ca85e","2013-09-27 21:48:19","91","","","At the end of the last episode:

>!She called her mother to tell her that no matter what happens, ""I'm just me"". Then after the credits, Hajime was tapping her chest and was having a conversation with someone with another voice. Who was she talking to? Was that supposed to be Katze? "
"15947","3","5339","b54821b9-b4f4-4701-8193-50be9f6ca85e","2013-09-27 21:48:19","91","","","<gatchaman-crowds>"
"16106","25","5339","e4031265-6388-42f6-af6d-78152aa30d37","2013-10-03 00:27:38","","","http://twitter.com/#!/StackAnime/status/385561745647210496",""
"15316","1","5154","29fae89a-850a-4664-a2c6-086e2c220c59","2013-09-10 23:22:59","261","","","Do the Yami Shibai horror stories have any background/reference?"
"15315","2","5154","29fae89a-850a-4664-a2c6-086e2c220c59","2013-09-10 23:22:59","261","","","Looking for an horror series, I found a new one called Yami Shibai. Each episode is a very short horror ghost story.

I feel like many of the stories in this series are too incomplete, as in, lacking any story/development - it almost seems as if the producer is just making up some random nonsensical stuff in an attempt you scare you off.

But maybe the stories presented do have a background story - like a reference to a well-known ghost story or something.

Some of the stories presented do seem to be somewhat self-contained. For instance, the third episode, ""Family Rule"", does explain the situation (the adults are offering their own laughter to please an evil spirit), but other stories don't explain what's going on (for instance, the photocopier episode - there's just this ghost haunting a photocopier, but we don't know why, or what for, etc).

Are the Yami Shibai horror stories based on something, or are they just made up for this series?

---
![enter image description here][1]


  [1]: http://i.stack.imgur.com/EGdM3.jpg"
"15317","3","5154","29fae89a-850a-4664-a2c6-086e2c220c59","2013-09-10 23:22:59","261","","","<yami-shibai>"
"71913","5","5154","e3e895e9-b7b0-4e36-8f7f-9527af60edfe","2015-06-12 09:55:42","191","","deleted 1 character in body","Looking for a horror series, I found a new one called Yami Shibai. Each episode is a very short horror ghost story.

I feel like many of the stories in this series are too incomplete, as in, lacking any story/development - it almost seems as if the producer is just making up some random nonsensical stuff in an attempt you scare you off.

But maybe the stories presented do have a background story - like a reference to a well-known ghost story or something.

Some of the stories presented do seem to be somewhat self-contained. For instance, the third episode, ""Family Rule"", does explain the situation (the adults are offering their own laughter to please an evil spirit), but other stories don't explain what's going on (for instance, the photocopier episode - there's just this ghost haunting a photocopier, but we don't know why, or what for, etc).

Are the Yami Shibai horror stories based on something, or are they just made up for this series?

They might be well-known Japanese stories, but I don't know much about japanese culture so I'm not sure.

---
![enter image description here][1]


  [1]: http://i.stack.imgur.com/EGdM3.jpg"
"15318","5","5154","92f3e41a-3ee7-47b3-adc7-23c49d874f8c","2013-09-10 23:30:41","261","","added 108 characters in body","Looking for an horror series, I found a new one called Yami Shibai. Each episode is a very short horror ghost story.

I feel like many of the stories in this series are too incomplete, as in, lacking any story/development - it almost seems as if the producer is just making up some random nonsensical stuff in an attempt you scare you off.

But maybe the stories presented do have a background story - like a reference to a well-known ghost story or something.

Some of the stories presented do seem to be somewhat self-contained. For instance, the third episode, ""Family Rule"", does explain the situation (the adults are offering their own laughter to please an evil spirit), but other stories don't explain what's going on (for instance, the photocopier episode - there's just this ghost haunting a photocopier, but we don't know why, or what for, etc).

Are the Yami Shibai horror stories based on something, or are they just made up for this series?

They might be well-known japanese stories, but I don't know much about japanese culture so I'm not sure.

---
![enter image description here][1]


  [1]: http://i.stack.imgur.com/EGdM3.jpg"
"15346","25","5154","91884c3c-abf3-4652-95bf-2360f7672bc8","2013-09-11 12:24:56","","","http://twitter.com/#!/StackAnime/status/377769727944560641",""
"15222","1","5126","c5ce4881-6774-4bcd-9f52-33de85b0cade","2013-09-08 10:20:12","1645","","","Which soundtrack is featuredd in this Bleach scene?"
"15221","2","5126","c5ce4881-6774-4bcd-9f52-33de85b0cade","2013-09-08 10:20:12","1645","","","In https://www.youtube.com/watch?v=YqBoX5nZBFc , it is in a few seconds from 1:52 onwards. Which soundtrack is it? "
"15223","3","5126","c5ce4881-6774-4bcd-9f52-33de85b0cade","2013-09-08 10:20:12","1645","","","<bleach>"
"15226","4","5126","6427d0e2-e7cc-4e0a-ad51-f796da28f6f1","2013-09-08 10:22:22","1908","","formatting, added time anchor to youtube link.","Which song is featured in this Bleach scene?"
"15225","5","5126","6427d0e2-e7cc-4e0a-ad51-f796da28f6f1","2013-09-08 10:22:22","1908","","formatting, added time anchor to youtube link.","In [Bleach episode 8, part 3](https://www.youtube.com/watch?v=YqBoX5nZBFc#t=1m52s), the song plays a few seconds from 1:52 onwards. Which song from the soundtrack is it? "
"15231","6","5126","308c0197-a7f0-448a-823e-01658b3a1816","2013-09-08 11:39:00","1528","","edited tags","<identification-request><bleach>"
"108959","6","5126","222c31eb-0816-4ada-8d9d-6adeb2431ebf","2016-05-11 00:48:25","2604","","ID request tag not to be used in conjunction with series tags","<music><bleach>"
"109127","25","5126","d9f0bbde-fcb5-4819-af16-a460de9a450b","2016-05-13 05:12:14","","","http://twitter.com/StackAnime/status/730989004997398529",""
"14509","1","4933","c9b5270d-c060-4bba-b2ed-5226e3f473ac","2013-08-23 16:30:44","2185","","","Why men kiss each other in Shin Sekai Yori"
"14508","2","4933","c9b5270d-c060-4bba-b2ed-5226e3f473ac","2013-08-23 16:30:44","2185","","","As long as I remember in Shin Sekai Yori , there is kiss scenes between man to man ( Shun and Satoru I think ) . So I would like to ask two questions. The first is , that scene also described in original novel or not?  What is the point of showing audience to such scene since it is too unnatural for typical anime and it isn't in yoai or shounen-ai genre.  "
"14510","3","4933","c9b5270d-c060-4bba-b2ed-5226e3f473ac","2013-08-23 16:30:44","2185","","","<shin-sekai-yori>"
"14514","4","4933","0f247a93-c36a-482b-b826-5cf8acb81d9b","2013-08-23 16:42:51","61","","fix grammar, and try to make the question less offensive.","Why does Shin Sekai Yori portray a homosexual relationship?"
"14512","4","4933","40fac654-f7da-4d41-8a4d-3e29b59856c0","2013-08-23 16:40:38","63","","title edit.","What is the purpose of allowing same sex relationship Shin Sekai Yori's human society?"
"14513","5","4933","0f247a93-c36a-482b-b826-5cf8acb81d9b","2013-08-23 16:42:51","61","","fix grammar, and try to make the question less offensive.","In Shin Sekai Yori, there are kiss scenes between two men (Shun and Satoru I think). I would like to ask two questions. Are that scenes also described in the original novel, or not?  Why does it have these scenes since it is unusual for typical anime, and it isn't in the yoai or shounen-ai genres?"
"14515","6","4933","e7ee8a90-27dc-4c3b-ad29-945a3ce416f1","2013-08-23 18:10:59","24","","edited tags","<from-the-new-world>"
"14516","25","4933","65af7420-2f94-47f3-9fee-d5a24dc784c5","2013-08-23 18:16:51","","","http://twitter.com/#!/StackAnime/status/370972921344561153",""
"12498","1","4354","8b392c54-eb3a-4647-a9b2-8a1bdea8503b","2013-07-12 10:00:05","1530","","","How are Chaos;Head and Steins;Gate connected?"
"12497","2","4354","8b392c54-eb3a-4647-a9b2-8a1bdea8503b","2013-07-12 10:00:05","1530","","","Is it simply that they have the same production company, or is there any interlinking between the two, as the plots seem to be completely disjoint.

![enter image description here][1]

When I was looking this up, I found Robotics;Notes aswell, but that also seems to not be connected. Can anyone explain the connection between these series?


  [1]: http://i.stack.imgur.com/mHBIb.jpg"
"12499","3","4354","8b392c54-eb3a-4647-a9b2-8a1bdea8503b","2013-07-12 10:00:05","1530","","","<steins-gate><robotics-notes><chaos-head>"
"73512","4","4354","8e2723dd-0a69-45e9-ab7a-4d6e6abe3a05","2015-06-25 01:48:46","63","","title edit to include Robotics;Notes.","How are Chaos;Head, Steins;Gate, and Robotics;Notes connected?"
"73511","5","4354","8e2723dd-0a69-45e9-ab7a-4d6e6abe3a05","2015-06-25 01:48:46","63","","title edit to include Robotics;Notes.","Is it simply that they have the same production company, or is there any interlinking between the two, as the plots seem to be completely disjoint.

![best girls?][1]

When I was looking this up, I found Robotics;Notes as well, but that also seems to not be connected. Can anyone explain the connection between these series?


  [1]: http://i.stack.imgur.com/mHBIb.jpg"
